"Item #","Item Description",MSP,"Retail Price","Dealer Price","Sale Price","Sale Ends",Quantity,"UPC Code",Manufacturer,"Gun Type","Model Series",Caliber,Action,Capacity,Finish,Stock,Sights,"Barrel Length","Overall Length",Features
4935,"RUG 22 CHGR TD 22LR 15R 10B",$492.00,$739.00,$492.00,,,5,#736676049356#,Ruger,"Pistol: Semi-Auto","22 Charger",22LR,"Single Action",15+1,"Matte Black","Black Polymer/ A2 Style Pistol Grip","No Sights",10,19,"Bi-Pod Included/ Picatinny Rail Brace Mount"
4938,"RUG 22 CHGR 22LR 15R 8B RAIL",$290.00,$439.00,$290.00,,,0,#736676049387#,Ruger,"Pistol: Semi-Auto","22 Charger",22LR,"Single Action",15+1,"Matte Black","Black Polymer/ A2 Style Pistol Grip","No Sights",8,17,"Bi-Pod Included/ Picatinny Rail Installed"
29100-RUG,"RUG PC CHGR 9MM PST 17RD 6.5B",$597.00,$899.00,$597.00,,,0,#736676291007#,Ruger,"Pistol: Semi-Auto","PC Charger","9MM LUGER","Single Action",17+1,"Matte Black","Black Polymer/ A2 Style Pistol Grip","No Sights",6.5,16.5,"M-LOK Attachment Slots Handguard"
29101,"RUG PC CHGR 9MM PST 10RD 6.5B",$597.00,$899.00,$597.00,,,0,#736676291014#,Ruger,"Pistol: Semi-Auto","PC Charger","9MM LUGER","Single Action",10+1,"Matte Black","Black Polymer/ A2 Style Pistol Grip","No Sights",6.5,16.5,"M-LOK Attachment Slots handguard"
5410,"RUG LCR 22LR DAO REV B HG 8RD",$492.00,$739.00,$492.00,,,0,#736676054107#,Ruger,"Revolver: Double Action Only",LCR,22LR,"Double Action Only",8,"Matte Black","Glass-Filled/ Hogue Tamer W/Sorbothane Insert","Replaceable FT: Pinned Ramp/ RR:U-Notch Integral",1.875,6.5,"Stainless Cylinder w/ Ionbond DiamondBlack Finish"
5452-RUG,"RUG LCR 327FED DAO REV B 6RD",$569.00,$859.00,$569.00,,,5,#736676054527#,Ruger,"Revolver: Double Action Only",LCR,"327 FED MAG","Double Action Only",6,"Matte Black","Glass-Filled/ Hogue Tamer W/Sorbothane Insert","FT: Pinned Ramp/ RR:U-Notch Integral",1.875,6.5,"17-4 PH AeroSpace Grade Stainless Steel Barrel"
5456,"RUG LCR 9MM DAO REV B HG 5RD",$569.00,$859.00,$569.00,,,0,#736676054565#,Ruger,"Revolver: Double Action Only",LCR,"9MM LUGER","Double Action Only",5,"Matte Black","Glass-Filled/ Hogue Tamer W/Sorbothane Insert","FT: Pinned Ramp/ RR:U-Notch Integral",1.875,6.5,"17-4 PH AeroSpace Grade SS BBL/ Uses Moon Clips"
5401,"RUG LCR 38SP DAO REV B HG 5RD",$492.00,$739.00,$492.00,,,7,#736676054015#,Ruger,"Revolver: Double Action Only",LCR,"38 SPL","Double Action Only",5,"Matte Black","Glass-Filled/ Hogue Tamer W/Sorbothane Insert","FT: Pinned Ramp/ RR:U-Notch Integral",1.875,6.5,"17-4 PH AeroSpace Grade Stainless Steel Barrel"
5450,"RUG LCR 357 DAO REV B HG 5RD",$569.00,$859.00,$569.00,,,12,#736676054503#,Ruger,"Revolver: Double Action Only",LCR,"357 MAG","Double Action Only",5,"Blackened Stainless","Hogue Tamer Monogrip","Replaceable FT: Pinned Ramp/ RR:U-Notch Integral",1.875,6.5,"Hogue Tamer Grip"
5430-RUG,"RUG LCRX 38SP DA REV 1.875B 5R",$492.00,$739.00,$492.00,,,11,#736676054305#,Ruger,"Revolver: Double Action",LCR,"38 SPL","Double Action",5,"Matte Black","Hogue Tamer Monogrip","Replaceable FT: Pinned Ramp/ RR:U-Notch Integral","1.875 Stainless Steel",6.5,"External Hammer"
5431-RUG,"RUG LCRX 38SP DA REV 3B 5R AS",$492.00,$739.00,$492.00,,,3,#736676054312#,Ruger,"Revolver: Double Action",LCR,"38 SPL","Double Action",5,"Matte Black","Hogue Tamer Monogrip/ Synergistic Hard Coat","Replaceable FT: Pinned Ramp/ RR:Adj Black Blade","3 Stainless Steel",7.5,"External Hammer"
5435-RUG,"RUG LCRX 22LR DA REV 3B 8R AS",$492.00,$739.00,$492.00,,,0,#736676054350#,Ruger,"Revolver: Double Action",LCR,22LR,"Double Action",8,"Matte Black","Hogue Tamer Monogrip","FT: Replaceable Pinned Ramp/ RR:Adj Black Blade","3 Stainless Steel",7.5,"External Hammer"
5460,"RUG LCRX 357 DA REV 1.87B 5RD",$569.00,$859.00,$569.00,,,9,#736676054602#,Ruger,"Revolver: Double Action",LCR,"357 MAG","Double Action",5,"Matte Black","Hogue Tamer Monogrip","Replaceable FT: Pinned Ramp/ RR:U-Notch Integral","1.87 Stainless Steel",6.5,"External Hammer"
5444,"RUG LCRX 357 DA REV 3B 5RD",$569.00,$859.00,$569.00,,,4,#736676054442#,Ruger,"Revolver: Double Action",LCR,"357 MAG","Double Action",5,"Matte Black","Hogue Tamer Monogrip","Replaceable FT: Pinned Ramp/ RR:Adj BLK Blade","3 Stainless Steel",7.5,"External Hammer"
5445,"RUG LCRX 9MM DA REV 3B 5RD TL",$584.99,$864.00,$584.99,$544.99,12/2/2024,22,#736676054459#,Ruger,"Revolver: Double Action",LCR,"9MM LUGER","Double Action",5,"Matte Black","Hogue Tamer Monogrip","Replaceable FT: Pinned Ramp/ RR:Adj BLK Blade","3 Stainless Steel",7.5,"External Hammer/ TALO Edition"
5464,"RUG LCRX 9MM DA REV 1.87B 5RD",$569.00,$859.00,$569.00,,,7,#736676054640#,Ruger,"Revolver: Double Action",LCR,"9MM LUGER","Double Action",5,"Matte Black","Hogue Tamer Monogrip","Replaceable FT: Pinned Ramp/ RR:U-Notch Integral","1.87 Stainless Steel",6.5,"External Hammer"
5462,"RUG LCRX 327 DA REV 1.87B 6RD",$569.00,$859.00,$569.00,,,4,#736676054626#,Ruger,"Revolver: Double Action",LCR,"327 FED MAG","Double Action",6,"Matte Black","Hogue Tamer Monogrip","Replaceable FT: Pinned Ramp/ RR:U-Notch Integral","1.87 Stainless Steel",6.5,"External Hammer"
5439,"RUG LCRX 22M DA REV 1.87B 6RD",$492.00,$739.00,$492.00,,,0,#736676054398#,Ruger,"Revolver: Double Action",LCR,"22 WMR","Double Action",6,"Matte Black","Hogue Tamer Monogrip","FT: Replaceable Pinned Ramp/ RR:U-Notch Integral","1.87 Stainless Steel",6.5,"External Hammer"
5437-RUG,"RUG LCRX 22M DA REV 3B 6RD",$492.00,$739.00,$492.00,,,0,#736676054374#,Ruger,"Revolver: Double Action",LCR,"22 WMR","Double Action",6,"Matte Black","Hogue Tamer Monogrip","FT: Replaceable Pinned Ramp/ RR:Adj Black Blade","3 Stainless Steel",7.5,"External Hammer"
KSP821-C,"RUG SP101 38SP DA REV 2SS",$608.00,$919.00,$608.00,,,5,#736676057375#,Ruger,"Revolver: Double Action",SP101,"38 SPL","Double Action",5,"Stainless Steel","Black Rubber",Fixed,2.25,7,
5765,"RUG SP101 22LR DA REV 4SS 8RD",$648.00,$979.00,$648.00,,,0,#736676057658#,Ruger,"Revolver: Double Action",SP101,22LR,"Double Action",8,"Stainless Steel","Rubber Grip With Hardwood Inserts","Fiber Optic Front Sight",4.20,9.12,
5773-RUG,"RUG SP101 327FED DA REV 4.2SS",$648.00,$979.00,$648.00,,,0,#736676057733#,Ruger,"Revolver: Double Action",SP101,"327 FED MAG","Double Action",6,"Satin Stainless Steel","Black Rubber Grips W/ Hardwood Inserts","FT: Fiber Optic Rear: Windage & Elevation Adj.",4.2,9.12,
5784,"RUG SP101 327FED DA REV 3SS",$608.00,$919.00,$608.00,,,0,#736676057849#,Ruger,"Revolver: Double Action",SP101,"327 FED MAG","Double Action",6,"Satin Stainless Steel","Black Rubber Grips/ Engraved Wood","FT: Black Ramp Rear: Integral",3,8,
KSP321-C,"RUG SP101 357 DA REV 2SS",$608.00,$919.00,$608.00,,,5,#736676057184#,Ruger,"Revolver: Double Action",SP101,"357 MAG","Double Action",5,"Stainless Steel","Black Rubber",Fixed,2.25,7,
15702,"RUG SP101 357 DA REV 2B 5R WD",$608.00,$919.00,$608.00,,,0,#736676157020#,Ruger,"Revolver: Double Action",SP101,"357 MAG","Double Action",5,Blue,"Cushioned Rubber Grips","FT: Black Ramp RR: Integral",2.25,7.20,"Triple-Locking Cylinder"
KSP331-C,"RUG SP101 357 DA REV 3SS",$608.00,$919.00,$608.00,,,7,#736676057191#,Ruger,"Revolver: Double Action",SP101,"357 MAG","Double Action",5,"Stainless Steel","Black Rubber",Fixed,3.06,8,
5783-RUG,"RUG SP101 9MM DA REV 2.25SS",$608.00,$919.00,$608.00,,,0,#736676057832#,Ruger,"Revolver: Double Action",SP101,"9MM LUGER","Double Action",5,"Stainless Steel","Black Rubber/ Black Synthetic","FT: Black Ramp RR: Integral",2.25,7.20,"Triple Locking Cylinder"
KSP321XL-C,"RUG SP101 357 DA ONLY REV 2SS",$608.00,$919.00,$608.00,,,0,#736676057207#,Ruger,"Revolver: Double Action Only",SP101,"357 MAG","Double Action Only",5,"Stainless Steel","Black Rubber",Fixed,2.25,7,"Spurless Hammer"
5771-RUG,"RUG SP101 357 DA REV 4.2SS AS",$648.00,$979.00,$648.00,,,0,#736676057719#,Ruger,"Revolver: Double Action",SP101,"357 MAG","Double Action",5,"Stainless Steel","Black Rubber/ Engraved Wood","FT: Fiber Optic RR: Adjustable",4.20,9.12,
5782,"RUG SP101 MC 357 DA REV 4.2SS",$726.00,$1099.00,$726.00,,,3,#736676057825#,Ruger,"Revolver: Double Action",SP101,"357 MAG","Double Action",5,"Gloss Stainless","Altamont Stippled/Checkered Hardwood Grips","FT: Fiber Optic RR: Adjustable",4.20,9.12,"Capable Of Shooting 357 And 38SP/ Full Lug BBL"
5764,"RUG SP101 357 DA REV 2SS TALO",$859.99,$1249.00,$859.99,,,19,#736676057641#,Ruger,"Revolver: Double Action",SP101,"357 MAG","Double Action",5,"Stainless Steel","Altamont Walnut Grip Panel Inserts",Fixed,2.25,7,"Full Engraving Done By Automated Finishing"
5785,"RUG SP101 357 REV 2.25SS TALO",$849.99,$1244.00,$849.99,$809.99,11/30/2024,36,#736676057856#,Ruger,"Revolver: Double Action",SP101,"357 MAG","Double Action",5,"Stainless Steel","Altamont Stippled /Checkered Hardwood",Fixed,2.25,7,"High Polished Fluted Barrel"
15704,"RUG SP101 ENG 357 REV2.25B TL",$849.99,$1249.00,$849.99,$799.99,12/2/2024,2,#736676157044#,Ruger,"Revolver: Double Action",SP101,"357 MAG","Double Action",5,Blue,"Altamont Stippled /Checkered Hardwood",Fixed,2.25,7,
5774,"RUG SP101-WC 357 REV 2SS FS TL",$759.99,$1112.00,$759.99,,,0,#736676057740#,Ruger,"Revolver: Double Action",SP101,"357 MAG","Double Action",5,"Stainless Steel","Black Rubber W/ Wood Insert Panels","FT: Novak RR: Novak",2.25,7.2,"Wiley Clapp Inspired SP101 TALO Edition"
15710,"RUG SP101-WC 357 REV 3SS FS TL",$764.99,$1119.00,$764.99,,,0,#736676157105#,Ruger,"Revolver: Double Action",SP101,"357 MAG","Double Action",5,"Stainless Steel","Wood Insert Grips","FT: Gold Bead RR: Novak",3,8.2,"Wiley Clapp Inspired SP101 TALO Edition"
1754,"RUG GP100-MC 357 DA REV 4SS FS",$838.00,$1269.00,$838.00,,,0,#736676017546#,Ruger,"Revolver: Double Action",GP100,"357 MAG","Double Action",6,"Stainless Steel","Custom Hogue Stippled Hardwood Grips","Front: Fiber Optic Rear: Fixed Novak","4.2 Half-Lug/ Slab Sided",9.5,"11-Degree Target Crown/ Contoured Cylinder"
1755,"RUG GP100-MC 357 DA REV 4.2SS",$838.00,$1269.00,$838.00,,,5,#736676017553#,Ruger,"Revolver: Double Action",GP100,"357 MAG","Double Action",6,"Satin Stainless","Custom Hogue Stippled Hardwood Grips","Front: Fiber Optic Rear: Adjustable",4.2,9.5,"Slab-Sided/ Half-Lug Barrel/ Contoured Cylinder"
1786,"RUG GP100-MC 357 DA 4.2SS NS T",$884.99,$1207.00,$884.99,,,4,#736676017867#,Ruger,"Revolver: Double Action",GP100,"357 MAG","Double Action",6,"Satin Stainless","Hogue Grips","Front: Fiber Optic Night Rear: Adjustable",4.2,9.5,"Full-Lug Barrel"
1775-RUG,"RUG GP100-MC 10MM REV 4.2SS",$838.00,$1269.00,$838.00,,,0,#736676017751#,Ruger,"Revolver: Double Action",GP100,"10MM AUTO","Double Action",6,"Satin Stainless","Custom Hogue Stippled Hardwood Grips","Front: Fiber Optic Rear: Adjustable",4.2,9.5,"Half-Lug Barrel"
1757,"RUG GP100 22LR DA REV 5.5SS",$717.00,$1089.00,$717.00,,,0,#736676017577#,Ruger,"Revolver: Double Action",GP100,22LR,"Double Action",10,"Stainless Steel","Cushioned Rubber w/ Hardwood Insert","Front: Fiber Optic Rear: Adjustable",5.50,11.30,"5.50 Half-Lug Contour Barrel"
GP141-C,"RUG GP100 357 DA REV 4B HB",$665.00,$999.00,$665.00,,,0,#736676017027#,Ruger,"Revolver: Double Action",GP100,"357 MAG","Double Action",6,Blue,"Black Hogue Monogrip","Front: Fixed Rear: Adjustable","4.2 Heavy Barrel",9.5,
GP161-C,"RUG GP100 357 DA REV 6B HB",$665.00,$999.00,$665.00,,,15,#736676017041#,Ruger,"Revolver: Double Action",GP100,"357 MAG","Double Action",6,Blue,"Black Hogue Monogrip","Front: Fixed Rear: Adjustable","6 Heavy Barrel",11.5,
KGP141-C,"RUG GP100 357 DA REV 4SS HB",$717.00,$1089.00,$717.00,,,0,#736676017058#,Ruger,"Revolver: Double Action",GP100,"357 MAG","Double Action",6,"Stainless Steel","Black Hogue Monogrip","Front: Fixed Rear: Adjustable","4.2 Heavy Barrel",9.5,
1777,"RUG GP100 357 DA REV 4SS TALO",$939.99,$1282.00,$939.99,,,0,#736676017775#,Ruger,"Revolver: Double Action",GP100,"357 MAG","Double Action",6,"Stainless Steel","Wood Grips","Front: Fixed Rear: Adjustable","4.2 Full Barrel",9.5,
1789,"RUG GP100 WCGP II 357 3SB S TL",$884.99,$1207.00,$884.99,$859.99,12/25/2030,5,#736676017898#,Ruger,"Revolver: Double Action",GP100,"357 MAG","Double Action",7,"Hawkeye Matte Stainless Steel","Rubber/ Compact Rubber Grips W/ Wood Insert","RR: Novak/ FT: Tritium Yellow Mega Dot Night","3 Shroud Barrel",8.5,"TALO Specl Edition/ Wiley Clapp Influenced Design"
1783,"RUG GP100 357 DA REV 4B ENG TL",$934.99,$1274.00,$934.99,$899.99,12/2/2024,2,#736676017836#,Ruger,"Revolver: Double Action",GP100,"357 MAG","Double Action",6,Blue,,"Front: QC  Rear: Adjustable","4.2 Shroud Barrel",9.5,"Custom Engraved Barrel"
1782,"RUG GP100 357 DA REV 3SS TALO",$884.99,$1209.00,$884.99,$849.99,12/2/2024,23,#736676017829#,Ruger,"Revolver: Double Action",GP100,"357 MAG","Double Action",7,"Stainless Steel","Wood Grips","Front: Fixed Rear: Adjustable",3,8.5,"Stainless Steel Unfluted Cylinder"
1790,"RUG GP100 357 DA REV 2.5B TALO",$744.99,$1013.00,$744.99,$717.00,12/2/2024,10,#736676017904#,Ruger,"Revolver: Double Action",GP100,"357 MAG","Double Action",6,Black,"Cushioned Rubber With Wood Insert Grips","Front: Green Hiviz Rear: Adjustable",2.50,8.5,
1784,"RUG GP100 357 DA REV 4S ENG TL",$984.99,$1347.00,$984.99,,,3,#736676017843#,Ruger,"Revolver: Double Action",GP100,"357 MAG","Double Action",6,"Stainless Steel","Hogue Grips","Front: QC Hi-Viz Rear: Adjustable","4.2 Shroud Barrel",9.5,"Custom Engraved Barrel"
KGP161-C,"RUG GP100 357 DA REV 6SS HB",$717.00,$1089.00,$717.00,,,0,#736676017072#,Ruger,"Revolver: Double Action",GP100,"357 MAG","Double Action",6,"Stainless Steel","Black Hogue Monogrip","Front: Fixed Rear: Adjustable","6 Heavy Barrel",11.5,
KGPF331-C,"RUG GP100 357 DA REV 3SS HB FS",$692.00,$1049.00,$692.00,,,9,#736676017157#,Ruger,"Revolver: Double Action",GP100,"357 MAG","Double Action",6,"Stainless Steel","Black Hogue Monogrip",Fixed,"3 Heavy Barrel",8.5,
1774,"RUG GP100 357 DA REV 2.5S 7RD",$746.00,$1129.00,$746.00,$746.00,11/30/2024,46,#736676017744#,Ruger,"Revolver: Double Action",GP100,"357 MAG","Double Action",7,"Satin Stainless","Cushioned Rubber With Hardwood Insert","Front: Fiber Optic Rear: Adjustable",2.5,8,
1773,"RUG GP100 357 DA REV 6SS 7RD",$746.00,$1129.00,$746.00,$746.00,11/30/2024,9,#736676017737#,Ruger,"Revolver: Double Action",GP100,"357 MAG","Double Action",7,"Satin Stainless","Cushioned Rubber With Hardwood Insert","Front: Fiber Optic Rear: Adjustable",6,10.38,
1763,"RUG GP100 357 REV 2.5SS TALO",$759.99,$1032.00,$759.99,$729.99,12/2/2024,14,#736676017638#,Ruger,"Revolver: Double Action",GP100,"357 MAG","Double Action",6,"Stainless Steel","Hogue Rubber Grip","Front: Gold Rear: Standard U Shaped Notch",2.5,,"TALO Special Edition"
1753,"RUG GP100 WCGPII 357 3HB B TL",$884.99,$1207.00,$884.99,,,0,#736676017539#,Ruger,"Revolver: Double Action",GP100,"357 MAG","Double Action",6,"Hawkeye Matte Blue","Rubber/ One Piece Chk'd W/ Ruger & WC Logos","RR: Novak/ FT: Novak- Brass Bead","3 Heavy Barrel",8.5,"TALO Special Editon/ Wiley Clapp Influenced Design"
1780,"RUG GP100 WCGP 10MM REV 3SS TL",$899.99,$1225.00,$899.99,,,0,#736676017805#,Ruger,"Revolver: Double Action",GP100,"10MM AUTO","Double Action",6,"Stainless Steel","Rubber Grips W/ WC Wood Insert","RR: Novak/ FT: Green Fiber Optic",3,8.5,"TALO Special Editon/ Wiley Clapp Influenced Design"
5065-RUG,"RUG GP100 COMP 357 REV 5.5SS",$1258.00,$1899.00,$1258.00,,,0,#736676050659#,Ruger,"Revolver: Double Action",GP100,"357 MAG","Double Action",8,"Stainless Steel","Hogue Hand-Finished Hardwood","Front: Fiber Optic Rear: Adjustable","5.5 Heavy Barrel",11,
1771,"RUG GP100 357 DA REV 4.2S 7RD",$746.00,$1129.00,$746.00,,,A*,#736676017713#,Ruger,"Revolver: Double Action",GP100,357,"Double Action",7,"Satin Stainless","Cushioned Rubber With Hardwood Insert","Front: Fiber Optic Rear: Adjustable",4.2,9.5,
5051,"RUG RDHWK 357 REV 2.75S 8R SB",$933.00,$1399.00,$933.00,,,0,#736676050512#,Ruger,"Revolver: Double Action",Redhawk,"357 MAG","Double Action",8,"Satin Stainless Steel",Hardwood,"FT: Ramp RR: Adjustable",2.75,8.25,"Triple Locking Cylinder"
5059,"RUG RDHWK 357 DA REV 4.2SS 8R",$933.00,$1399.00,$933.00,,,17,#736676050598#,Ruger,"Revolver: Double Action",Redhawk,"357 MAG","Double Action",8,"Satin Stainless Steel",Hardwood,"FT: Ramp RR: Adjustable",4.2,9.5,"Enchanced Sleeve And Shroud Barrels"
5060,"RUG RDHWK 357 DA REV 5.5SS 8R",$933.00,$1399.00,$933.00,,,0,#736676050604#,Ruger,"Revolver: Double Action",Redhawk,"357 MAG","Double Action",8,"Satin Stainless Steel",Hardwood,"FT: Ramp RR: Adjustable",5.5,11,"Enchanced Sleeve And Shroud Barrels"
5041,"RUG RDHWK 44M DA REV 7.5SS HW",$933.00,$1399.00,$933.00,,,0,#736676050413#,Ruger,"Revolver: Double Action",Redhawk,"44 REM MAG","Double Action",6,"Satin Stainless Steel","Hardwood Grips","Front: Ramp Rear: Adjustable",7.5,13,"Shroud Barrel/ Triple Locking Cylinder"
5043,"RUG RDHWK 44M DA REV 5.5SS HW",$933.00,$1399.00,$933.00,,,0,#736676050437#,Ruger,"Revolver: Double Action",Redhawk,"44 REM MAG","Double Action",6,"Satin Stainless Steel","Hardwood Grips","Front: Ramp Rear: Adjustable",5.5,11,"Shroud Barrel/ Triple Locking Cylinder"
5044,"RUG RDHWK 44M DA REV 4SS SB",$933.00,$1399.00,$933.00,,,16,#736676050444#,Ruger,"Revolver: Double Action",Redhawk,"44 REM MAG","Double Action",6,"Stainless Steel","Black Hogue Monogrip","Front: Ramp Rear: Adjustable",4.2,9.5,
5050,"RUG RDHWK 45C|45AP REV 4SS SB",$933.00,$1399.00,$933.00,,,7,#736676050505#,Ruger,"Revolver: Double Action",Redhawk,"45 AUTO|45 COLT","Double Action",6,"Satin Stainless Steel","Lasered Hardwood Grips/ Round Butt Frame","FT: Red Ramp RR: Black Blade",4.2,9.5,"Included (3) Full Moon Clips"
KSRH-2,"RUG S/RDHWK ALASKAN 44M 2.5SS",$999.00,$1509.00,$999.00,,,4,#736676053032#,Ruger,"Revolver: Double Action","Super Redhawk","44 REM MAG","Double Action",6,"Stainless Steel","Black Hogue Monogrip","Front: Ramp Rear: Adjustable",2.5,7.62,
KSRH-2454,"RUG S/RDHWK ALASKAN 454 2.5SS",$999.00,$1509.00,$999.00,,,0,#736676053018#,Ruger,"Revolver: Double Action","Super Redhawk","454 Casull|45LC","Double Action",6,"Stainless Steel","Black Hogue Monogrip","Front: Ramp Rear: Adjustable",2.5,7.62,"Unfluted Cylinder"
5302,"RUG S/RDHWK 480 DA REV 2.5SS",$999.00,$1509.00,$999.00,,,0,#736676053025#,Ruger,"Revolver: Double Action","Super Redhawk","480 RUGER","Double Action",6,"Stainless Steel","Black Hogue Monogrip","Front: Ramp Rear: Adjustable",2.5,7.62,"Unfluted Cylinder"
KSRH7-C,"RUG S/RDHWK 44M DA REV 7.5SS",$999.00,$1499.00,$999.00,,,8,#736676055012#,Ruger,"Revolver: Double Action","Super Redhawk","44 REM MAG","Double Action",6,"Stainless Steel","Black Hogue Monogrip","Front: Ramp Rear: Adjustable",7.5,13,"Includes Scope Rings"
KSRH9-C,"RUG S/RDHWK 44M DA REV 9.5SS",$999.00,$1499.00,$999.00,,,8,#736676055029#,Ruger,"Revolver: Double Action","Super Redhawk","44 REM MAG","Double Action",6,"Stainless Steel","Black Hogue Monogrip","Front: Ramp Rear: Adjustable",9.5,15,"Includes Scope Rings"
5526,"RUG S/RDHWK 22H DA REV 9.5SS",$999.00,$1499.00,$999.00,,,A*,#736676055265#,Ruger,"Revolver: Double Action","Super Redhawk","22 HORNET","Double Action",8,"Satin Stainless Steel","Hogue Tamer Monogrip","Front: Hi-Viz Green Rear: Adjustable",9.5,15,
KSRH-7454,"RUG S/RDHWK 454 DA REV 7.5SS",$999.00,$1509.00,$999.00,,,0,#736676055050#,Ruger,"Revolver: Double Action","Super Redhawk","454 CASULL","Double Action",6,"Stainless Steel","Black Hogue Monogrip","Front: Ramp Rear: Adjustable",7.5,13,"Includes Scope Rings"
5507,"RUG S/RDHWK 480 DA REV 7.5 SS",$999.00,$1509.00,$999.00,,,0,#736676055074#,Ruger,"Revolver: Double Action","Super Redhawk","480 RUGER","Double Action",6,"Satin Stainless Steel","Black Grips","Ft: Interchangeable Rear: Adj For Windage/Elev",7.5,13,"1 Steel Rings & Integral Scope Mounts"
5517,"RUG S/RDHWK 454 DA REV 5SS TL",$1064.99,$1566.00,$1064.99,,,0,#736676055173#,Ruger,"Revolver: Double Action","Super Redhawk","454 CASULL","Double Action",6,"Stainless Steel","Black Hogue Monogrip","Front: New Style Red Ramp Rear: Adj Square Notch",5,10.5,"Incl Scope Rings/ Comes W/ Extra V-Notch Ft Sight"
SBC4,"RUG BEARCAT 22LR SA REV 4B",$555.00,$839.00,$555.00,,,A*,#736676009121#,Ruger,"Revolver: Single Action",Bearcat,22LR,"Single Action",6,"Blue/ Engraved Cylinder","Rosewood Grips","Front: Blade Rear: Integral Notch",4.2,9,"Rollmarked Cylinder"
KSBC-4,"RUG BEARCAT 22LR SA REV 4SS",$594.00,$899.00,$594.00,,,A*,#736676009138#,Ruger,"Revolver: Single Action",Bearcat,22LR,"Single Action",6,"Stainless Steel/ Engraved Cylinder","Rosewood Grips","Front: Blade Rear: Integral Notch",4.2,9,"Rollmarked Cylinder"
5130,"RUG BIS VAQ 357 SA 5.5SS IVRY",$772.00,$1169.00,$772.00,,,33,#736676051304#,Ruger,"Revolver: Single Action",Vaquero,"357 MAG","Single Action",6,"High-Gloss Stainless Steel","Simulated Ivory Grips",Fixed,5.5,11.12,"Vaquero With Bisley Grip"
5129-RUG,"RUG BIS VAQ 45LC SA 5.5SS IVRY",$772.00,$1169.00,$772.00,,,12,#736676051298#,Ruger,"Revolver: Single Action",Vaquero,"45 COLT","Single Action",6,"High-Gloss Stainless Steel","Simulated Ivory Grips",Fixed,5.5,11.12,"Vaquero With Bisley Grip"
0505,"RUG BLKHWK 30 REV 7.5B",$577.00,$879.00,$577.00,,,A*,#736676005055#,Ruger,"Revolver: Single Action","New Model Blackhawk","30 CARB","Single Action",6,Blue,"Black Checkered","Front: Ramp Rear: Adjustable",7.5,13.38,
0306,"RUG BLKHWK 357 REV 4.62B",$577.00,$879.00,$577.00,,,16,#736676003068#,Ruger,"Revolver: Single Action","New Model Blackhawk","357 MAG","Single Action",6,Blue,"Black Plastic Grips","Front: Ramp Rear: Adjustable",4.62,10.50,
0316,"RUG BLKHWK 357 REV 6.5B",$577.00,$879.00,$577.00,,,12,#736676003167#,Ruger,"Revolver: Single Action","New Model Blackhawk","357 MAG","Single Action",6,Blue,"Black Checkered","Front: Ramp Rear: Adjustable",6.5,12.35,
0405,"RUG BLKHWK 41M REV 4.62B",$577.00,$879.00,$577.00,,,A*,#736676004058#,Ruger,"Revolver: Single Action","New Model Blackhawk","41 REM MAG","Single Action",6,Blue,"Black Checkered","Front: Ramp Rear: Adjustable",4.62,10.5,
0406,"RUG BLKHWK 41M REV 6.5B",$577.00,$879.00,$577.00,,,0,#736676004065#,Ruger,"Revolver: Single Action","New Model Blackhawk","41 REM MAG","Single Action",6,Blue,"Black Checkered","Front: Ramp Rear: Adjustable",6.5,12.38,
0445,"RUG BLKHWK 45LC REV 4.62B",$577.00,$879.00,$577.00,,,0,#736676004454#,Ruger,"Revolver: Single Action","New Model Blackhawk","45 COLT","Single Action",6,Blue,"Black Checkered","Front: Ramp Rear: Adjustable",4.62,10.5,
5144,"RUG NEW VAQ 45C/45AP 4.62BSS",$809.99,$953.98,$809.99,$789.99,12/2/2024,17,#736676051441#,Ruger,"Revolver: Single Action",Vaquero,"45 AUTO|45 COLT","Single Action",6,"High-Gloss Stainless Steel","Wood Grips",Fixed,4.62,10.25,"Beveled Cylinder/ Mid-Sized Frame"
0455,"RUG BLKHWK 45LC REV 7.5B",$577.00,$879.00,$577.00,,,0,#736676004553#,Ruger,"Revolver: Single Action","New Model Blackhawk","45 COLT","Single Action",6,Blue,"Black Checkered","Front: Ramp Rear: Adjustable",7.5,13.38,
